symbol,window,stop_multiplier,target_multiplier,total_return_pct,sharpe_ratio,max_drawdown_pct,trade_count
GLD,2021-09-16..2026-09-18,1.5,4.0,4.072604960251902,0.653059228117357,3.012234453998065,162
GLD,2021-09-16..2026-09-18,1.5,6.0,3.71221062653444,0.5877979786926132,3.332379931886688,125
GLD,2021-09-16..2026-09-18,2.0,2.0,-0.2136490313633388,-0.029871476907391736,4.253685143766327,230
GLD,2021-09-16..2026-09-18,2.0,3.0,2.633851822943356,0.4270089281838532,3.4362716787030587,182
GLD,2021-09-16..2026-09-18,2.0,4.0,3.10165690718216,0.4811513602687072,3.5385381002706926,139
GLD,2021-09-16..2026-09-18,2.0,6.0,2.7594736992186952,0.42987090543284845,3.6755827200402122,103
GLD,2021-09-16..2026-09-18,3.0,2.0,-0.07916740486270113,-0.006537174436217728,3.9052612937495375,175
GLD,2021-09-16..2026-09-18,3.0,3.0,2.6357024035335685,0.41022373536656803,3.806633425192927,135
GLD,2021-09-16..2026-09-18,3.0,4.0,2.5664187678436035,0.3978223890771037,3.77375472584591,112
GLD,2021-09-16..2026-09-18,3.0,6.0,2.029361218282366,0.3114141781714115,3.908783697970076,76
GLD,2021-09-16..2026-09-18,4.0,2.0,0.6518136033987654,0.10718989513209,4.299658592149018,154
GLD,2021-09-16..2026-09-18,4.0,3.0,2.9729011302981556,0.4425849565429945,3.898442757064763,116
GLD,2021-09-16..2026-09-18,4.0,4.0,3.0268513926245744,0.44395045659128124,3.9713031125844225,93
GLD,2021-09-16..2026-09-18,4.0,6.0,2.796541481384418,0.40538888025228204,3.8069797961743883,69
QQQ,2016-09-19..2021-09-15,1.0,2.0,3.6120837345318346,0.6720518007325994,1.2265341773424656,406
QQQ,2016-09-19..2021-09-15,1.0,3.0,4.447224692194518,0.7591505119356708,1.4697078757249078,293
QQQ,2016-09-19..2021-09-15,1.0,4.0,4.95089106444595,0.8201924838807956,1.4235524203373864,247
QQQ,2016-09-19..2021-09-15,1.0,6.0,6.807871184815584,1.1050847236953933,1.469610375301474,178
QQQ,2016-09-19..2021-09-15,1.5,2.0,4.307633442969827,0.7505533172694193,1.4831504248206626,321
